sentence,label
"Doanh nghiệp LQ không thực hiện kiểm toán độc lập báo cáo ESG.",negative
"Công ty LR bị phản ánh về chậm trễ hỗ trợ tài chính cho nhân viên.",negative
"Tập đoàn LS không hỗ trợ đào tạo nghề cho người lao động.",negative
"Doanh nghiệp LT bị xử lý do không tuân thủ quy định về bảo vệ động vật.",negative
"Công ty LU không đảm bảo an toàn lao động cho công nhân.",negative
"Tập đoàn LV chưa ban hành chính sách phát triển bền vững.",negative
"Doanh nghiệp LW không có chương trình hỗ trợ cộng đồng vùng dự án.",negative
"Công ty LX bị phát hiện gian lận trong báo cáo phát thải.",negative
"Tập đoàn LY bị khiếu nại về phân biệt đối xử trong tuyển dụng.",negative
"Doanh nghiệp LZ không hỗ trợ nhân viên trong mùa dịch.",negative
"Công ty MA tổ chức hội nghị về phát triển bền vững.",neutral
"Doanh nghiệp MB cập nhật thông tin về tác động môi trường trong báo cáo.",neutral
"Tập đoàn MC tiến hành khảo sát ý kiến cổ đông về quản trị công ty.",neutral
"Công ty MD công bố kế hoạch nâng cấp hệ thống xử lý nước thải.",neutral
"Doanh nghiệp ME tổ chức lớp tập huấn về an toàn vệ sinh lao động.",neutral
"Công ty MF phát hành báo cáo tài chính kèm chỉ số ESG.",neutral
"Tập đoàn MG công bố số liệu về đa dạng giới tính trong doanh nghiệp.",neutral
"Doanh nghiệp MH thử nghiệm công nghệ mới cho chuỗi cung ứng xanh.",neutral
"Công ty MI thực hiện khảo sát mức độ hài lòng của người lao động.",neutral
"Tập đoàn MJ lập kế hoạch đánh giá rủi ro môi trường định kỳ.",neutral
"Doanh nghiệp MK tổ chức hội thảo về tiêu chuẩn quốc tế ESG.",neutral
"Công ty MN tăng cường hợp tác quốc tế nhằm phát triển công nghệ sạch.",positive
"Doanh nghiệp MO phát động chiến dịch trồng cây xanh tại khu công nghiệp.",positive
"Tập đoàn MP xây dựng quỹ học bổng cho trẻ em có hoàn cảnh khó khăn.",positive
"Công ty MQ triển khai chương trình giảm thiểu sử dụng túi nilon.",positive
"Doanh nghiệp MR thực hiện kiểm toán độc lập về an toàn lao động.",positive
"Công ty MS tổ chức lớp tập huấn về phòng chống quấy rối nơi làm việc.",positive
"Tập đoàn MT tài trợ xe đạp cho học sinh nghèo vùng sâu.",positive
"Công ty MU áp dụng công nghệ tiết kiệm nước trong sản xuất.",positive
"Doanh nghiệp MV phát hành báo cáo minh bạch về sử dụng năng lượng tái tạo.",positive
"Công ty MW hỗ trợ xây dựng nhà tình nghĩa cho người có công.",positive
"Tập đoàn MX thúc đẩy sự tham gia của phụ nữ vào quản lý cấp cao.",positive
"Doanh nghiệp MY tổ chức chương trình nâng cao ý thức phân loại rác.",positive
"Công ty MZ cung cấp khẩu trang miễn phí cho cộng đồng trong mùa dịch.",positive
"Tập đoàn NA đầu tư vào dự án bảo tồn động vật quý hiếm.",positive
"Công ty NB phát động chiến dịch chống phân biệt đối xử tại nơi làm việc.",positive
"Doanh nghiệp NC triển khai hệ thống kiểm soát chất lượng không khí.",positive
"Công ty ND hợp tác với tổ chức phi lợi nhuận về giáo dục.",positive
"Tập đoàn NE tăng quỹ phúc lợi cho nhân viên.",positive
"Công ty NF phát triển sản phẩm thân thiện với sức khỏe người tiêu dùng.",positive
"Doanh nghiệp NG đạt giải thưởng trách nhiệm cộng đồng.",positive
"Công ty NH bị xử phạt vì không tuân thủ quy định về xử lý rác thải.",negative
"Tập đoàn NI bị phát hiện gian lận trong kiểm toán môi trường.",negative
"Doanh nghiệp NJ không có chương trình đào tạo về bình đẳng giới.",negative
"Công ty NK bị chỉ trích vì sử dụng lao động thời vụ không hợp đồng.",negative
"Doanh nghiệp NL không công khai số liệu phát thải khí nhà kính.",negative
"Tập đoàn NM bị phản ánh về điều kiện làm việc không an toàn.",negative
"Công ty NN bị phạt vì không thực hiện cam kết bảo vệ môi trường.",negative
"Doanh nghiệp NO thiếu chính sách hỗ trợ người lao động mất việc.",negative
"Công ty NP bị khách hàng kiện về sản phẩm kém an toàn.",negative
"Tập đoàn NQ không đảm bảo quyền lợi cho người lao động nữ.",negative
"Doanh nghiệp NR không công bố báo cáo tác động xã hội đúng hạn.",negative
"Công ty NS bị phát hiện sử dụng vật liệu gây ô nhiễm.",negative
"Tập đoàn NT không kiểm soát chất lượng nước thải trước khi xả ra môi trường.",negative
"Doanh nghiệp NU bị phạt do vi phạm quy định về lương tối thiểu.",negative
"Công ty NV không hỗ trợ tài chính cho cộng đồng bị ảnh hưởng bởi dự án.",negative
"Tập đoàn NW không tham gia các hoạt động thiện nguyện tại địa phương.",negative
"Doanh nghiệp NX bị tố cáo về lạm dụng lao động trẻ em.",negative
"Công ty NY trì hoãn công bố báo cáo phát triển bền vững.",negative
"Tập đoàn NZ không tổ chức chương trình đào tạo về quản trị rủi ro.",negative
"Công ty OA công bố báo cáo bền vững năm 2025.",neutral
"Doanh nghiệp OB tổ chức hội thảo chia sẻ kinh nghiệm về tiết kiệm năng lượng.",neutral
"Công ty OC cập nhật số liệu về lượng rác thải tái chế hàng năm.",neutral
"Tập đoàn OD thực hiện khảo sát ý kiến cổ đông về an toàn lao động.",neutral
"Doanh nghiệp OE lập kế hoạch phát triển ESG trong 3 năm tới.",neutral
"Công ty OF phát hành tài liệu hướng dẫn về tiêu chuẩn môi trường.",neutral
"Tập đoàn OG công bố kết quả đánh giá tác động xã hội.",neutral
"Doanh nghiệp OH tổ chức lớp tập huấn về đạo đức kinh doanh.",neutral
"Công ty OI cập nhật thông tin về tỷ lệ sử dụng năng lượng tái tạo.",neutral
"Tập đoàn OJ tiến hành đánh giá rủi ro môi trường cho dự án mới.",neutral
"Doanh nghiệp OK công bố chính sách về quản trị công ty.",neutral
"Công ty OL ghi nhận số liệu tiêu thụ nước trong báo cáo ESG.",neutral
"Công ty OM triển khai hệ thống chiếu sáng thông minh tiết kiệm điện.",positive
"Doanh nghiệp ON hợp tác với các trường đại học về phát triển công nghệ xanh.",positive
"Tập đoàn OO xây dựng chương trình đào tạo kỹ năng mềm cho nhân viên.",positive
"Công ty OP phát động ngày hội hiến máu nhân đạo.",positive
"Doanh nghiệp OQ đạt chứng nhận quốc tế về bảo vệ dữ liệu khách hàng.",positive
"Công ty OR cung cấp dịch vụ chăm sóc sức khỏe định kỳ cho người lao động.",positive
"Tập đoàn OS đầu tư vào dự án phát triển năng lượng gió.",positive
"Doanh nghiệp OT tổ chức lớp học miễn phí cho trẻ em vùng sâu vùng xa.",positive
"Công ty OU xây dựng hệ thống xử lý rác thải hữu cơ.",positive
"Tập đoàn OV hỗ trợ tài chính cho gia đình chịu ảnh hưởng bởi thiên tai.",positive
"Doanh nghiệp OW tăng cường kiểm tra an toàn thực phẩm tại nhà máy.",positive
"Công ty OX phát triển ứng dụng theo dõi lượng khí thải.",positive
"Tập đoàn OY tổ chức sự kiện nâng cao ý thức bảo vệ môi trường.",positive
"Doanh nghiệp OZ công bố chính sách khuyến khích làm việc từ xa.",positive
"Công ty PA tài trợ cho nghiên cứu phát triển vật liệu thân thiện môi trường.",positive
"Tập đoàn PB thúc đẩy đa dạng hóa trong đội ngũ lãnh đạo.",positive
"Doanh nghiệp PC mở rộng chương trình hỗ trợ tâm lý cho nhân viên.",positive
"Công ty PD đầu tư cải tiến hệ thống lọc nước sạch.",positive
"Tập đoàn PE cung cấp học bổng cho sinh viên ngành môi trường.",positive
"Doanh nghiệp PF tăng ngân sách cho hoạt động thiện nguyện.",positive
"Công ty PG bị phát hiện không tuân thủ quy định về xử lý rác thải.",negative
"Tập đoàn PH bị chỉ trích vì thiếu minh bạch trong công bố số liệu ESG.",negative
"Doanh nghiệp PI không đảm bảo quyền lợi cho nhân viên làm thêm giờ.",negative
"Công ty PJ trì hoãn thực hiện chương trình giảm phát thải.",negative
"Tập đoàn PK không có chính sách hỗ trợ người lao động lớn tuổi.",negative
"Doanh nghiệp PL bị phạt vì xả nước thải gây ô nhiễm sông.",negative
"Công ty PM không kiểm soát được lượng khí thải từ nhà máy.",negative
"Tập đoàn PN bị khách hàng khiếu nại về sản phẩm không an toàn.",negative
"Doanh nghiệp PO thiếu chính sách đào tạo nhân viên về an toàn lao động.",negative
"Công ty PP bị tố cáo phân biệt đối xử với nhân viên khuyết tật.",negative
"Tập đoàn PQ không thực hiện kiểm toán nội bộ định kỳ.",negative
"Doanh nghiệp PR bị phát hiện gian lận trong báo cáo tài chính ESG.",negative
"Công ty PS không công khai thông tin về sử dụng tài nguyên.",negative
"Tập đoàn PT bị xử phạt do vi phạm quy định bảo vệ động vật.",negative
"Doanh nghiệp PU không hỗ trợ cộng đồng bị ảnh hưởng bởi dự án khai thác.",negative
"Công ty PV bị phạt vì không thực hiện cam kết giảm phát thải khí nhà kính.",negative
"Tập đoàn PW trì hoãn công bố báo cáo phát triển bền vững.",negative
"Doanh nghiệp PX không có chương trình hỗ trợ học sinh nghèo.",negative
"Công ty PY bị xử lý do không đảm bảo an toàn thực phẩm.",negative
"Tập đoàn PZ không minh bạch về nguồn gốc nguyên liệu sản xuất.",negative
"Doanh nghiệp QA bị tố cáo thiếu trách nhiệm xã hội.",negative
"Công ty QB không có kế hoạch bảo vệ đa dạng sinh học.",negative
"Tập đoàn QC công bố báo cáo tài chính quý II năm 2025.",neutral
"Doanh nghiệp QD tổ chức hội thảo về phát triển năng lượng sạch.",neutral
"Công ty QE cập nhật số liệu tiêu thụ nước trong báo cáo thường niên.",neutral
"Tập đoàn QF thực hiện khảo sát ý kiến người dân về môi trường.",neutral
"Doanh nghiệp QG lập kế hoạch phát triển ESG giai đoạn 2025-2030.",neutral
"Công ty QH tổ chức buổi đào tạo về an toàn lao động cho nhân viên mới.",neutral
"Tập đoàn QI công bố chính sách bảo mật thông tin khách hàng.",neutral
"Doanh nghiệp QJ cập nhật kết quả giảm phát thải trong năm qua.",neutral
"Công ty QK phát hành tài liệu hướng dẫn về sử dụng năng lượng hiệu quả.",neutral
"Tập đoàn QL tổ chức lớp tập huấn về phòng cháy chữa cháy.",neutral
"Công ty QM áp dụng công nghệ tái chế chất thải trong sản xuất.",positive
"Doanh nghiệp QN tổ chức chương trình trao tặng xe đạp cho học sinh nghèo.",positive
"Tập đoàn QO đầu tư hệ thống điện năng lượng mặt trời cho nhà máy.",positive
"Công ty QP triển khai lớp tập huấn về an toàn hóa chất cho nhân viên.",positive
"Doanh nghiệp QQ đạt giải thưởng quốc tế về đổi mới sáng tạo xanh.",positive
"Công ty QR khuyến khích nhân viên tham gia các hoạt động thiện nguyện.",positive
"Tập đoàn QS phát động cuộc thi sáng kiến bảo vệ môi trường.",positive
"Doanh nghiệp QT tài trợ xây dựng thư viện cộng đồng vùng sâu.",positive
"Công ty QU phát triển phần mềm quản lý tiêu thụ năng lượng.",positive
"Tập đoàn QV tổ chức khám sức khỏe miễn phí cho người dân địa phương.",positive
"Doanh nghiệp QW hợp tác với tổ chức quốc tế về giáo dục bền vững.",positive
"Công ty QX xây dựng chính sách an toàn giao thông cho nhân viên.",positive
"Tập đoàn QY cung cấp nước sạch cho vùng hạn hán.",positive
"Doanh nghiệp QZ triển khai dự án bảo tồn đa dạng sinh học.",positive
"Công ty RA phát triển chương trình hỗ trợ tài chính cho phụ nữ.",positive
"Tập đoàn RB tăng cường đào tạo nâng cao kỹ năng cho người lao động.",positive
"Doanh nghiệp RC đầu tư vào công nghệ lọc không khí.",positive
"Công ty RD thực hiện kiểm toán định kỳ về môi trường.",positive
"Tập đoàn RE cung cấp suất ăn dinh dưỡng cho trẻ em nghèo.",positive
"Doanh nghiệp RF tổ chức hội thảo nâng cao nhận thức về bình đẳng giới.",positive
"Công ty RG tài trợ học phí cho sinh viên ngành môi trường.",positive
"Tập đoàn RH phát động chiến dịch giảm rác thải nhựa tại văn phòng.",positive
"Doanh nghiệp RI hỗ trợ xây dựng cầu đường cho cộng đồng vùng sâu.",positive
"Công ty RJ triển khai hệ thống tưới tiêu tự động tiết kiệm nước.",positive
"Tập đoàn RK cải tiến quy trình sản xuất giảm khí thải CO2.",positive
"Doanh nghiệp RL phát hành báo cáo minh bạch về tác động xã hội.",positive
"Công ty RM tổ chức chương trình bảo vệ quyền trẻ em.",positive
"Tập đoàn RN cam kết sử dụng 100% nguyên liệu tái chế.",positive
"Doanh nghiệp RO cung cấp dịch vụ y tế miễn phí cho nhân viên.",positive
"Công ty RP thực hiện chương trình hỗ trợ việc làm cho người thất nghiệp.",positive
"Tập đoàn RQ đạt chứng nhận về quản lý chất lượng môi trường.",positive
"Doanh nghiệp RR tổ chức lớp học về kỹ năng sống cho trẻ em.",positive
"Công ty RS phát triển sản phẩm không chứa hóa chất độc hại.",positive
"Tập đoàn RT tăng tỷ lệ nữ trong ban lãnh đạo.",positive
"Doanh nghiệp RU tham gia liên minh quốc tế về bền vững.",positive
"Công ty RV xây dựng khu luyện tập thể thao miễn phí cho cộng đồng.",positive
"Tập đoàn RW khuyến khích sử dụng các phương tiện giao thông xanh.",positive
"Doanh nghiệp RX hợp tác với chính quyền địa phương về bảo vệ môi trường.",positive
"Công ty RY phát động chiến dịch bảo vệ động vật hoang dã.",positive
"Tập đoàn RZ cung cấp thực phẩm sạch cho trường học.",positive
"Doanh nghiệp SA bị phạt do không xử lý nước thải đạt chuẩn.",negative
"Công ty SB bị phát hiện sử dụng lao động chưa đủ tuổi.",negative
"Tập đoàn SC trì hoãn công bố báo cáo tài chính ESG.",negative
"Doanh nghiệp SD không đảm bảo điều kiện làm việc an toàn.",negative
"Công ty SE thiếu minh bạch trong báo cáo về tiêu thụ nước.",negative
"Tập đoàn SF bị chỉ trích vì không hỗ trợ cộng đồng bị ảnh hưởng bởi dự án.",negative
"Doanh nghiệp SG không có chương trình đào tạo về an toàn lao động.",negative
"Công ty SH bị phản ánh về lương thấp cho nhân viên thời vụ.",negative
"Tập đoàn SI không công khai số liệu phát thải định kỳ.",negative
"Doanh nghiệp SJ bị khách hàng kiện vì sản phẩm gây hại sức khỏe.",negative
"Công ty SK thiếu chính sách bảo vệ người lao động nữ.",negative
"Tập đoàn SL không hỗ trợ các hoạt động thiện nguyện tại địa phương.",negative
"Doanh nghiệp SM bị phát hiện gian lận trong báo cáo bền vững.",negative
"Công ty SN không có kế hoạch giảm sử dụng nhựa dùng một lần.",negative
"Tập đoàn SO bị phạt do gây ô nhiễm tiếng ồn.",negative
"Doanh nghiệp SP không đảm bảo quyền lợi bảo hiểm cho nhân viên.",negative
"Công ty SQ không công bố thông tin về rủi ro tài chính.",negative
"Tập đoàn SR bị đình chỉ dự án do vi phạm quy định an toàn lao động.",negative
"Doanh nghiệp SS bị cáo buộc phân biệt đối xử trong tuyển dụng.",negative
"Công ty ST không thực hiện cam kết giảm phát thải khí nhà kính.",negative
"Tập đoàn SU trì hoãn triển khai chương trình giảm rác thải nhựa.",negative
"Doanh nghiệp SV không có chính sách bảo vệ dữ liệu cá nhân.",negative
"Công ty SW bị xử phạt vì không kiểm soát chất lượng nước thải.",negative
"Tập đoàn SX không hỗ trợ tài chính cho người lao động bị tai nạn.",negative
"Doanh nghiệp SY bị phản ánh về điều kiện làm việc không an toàn.",negative
"Công ty SZ không công khai báo cáo tác động xã hội.",negative
"Tập đoàn TA bị tố cáo về gian lận trong kiểm toán nội bộ.",negative
"Doanh nghiệp TB không đảm bảo vệ sinh an toàn thực phẩm.",negative
"Công ty TC không hỗ trợ cộng đồng phát triển giáo dục.",negative
"Tập đoàn TD bị phát hiện sử dụng vật liệu không thân thiện môi trường.",negative
"Doanh nghiệp TE bị phạt vì không tuân thủ quy định về lương tối thiểu.",negative
"Công ty TF bị chỉ trích vì thiếu chính sách bảo vệ quyền lợi khách hàng.",negative
"Tập đoàn TG không công bố số liệu về đa dạng giới trong doanh nghiệp.",negative
"Doanh nghiệp TH không thực hiện kiểm tra an toàn định kỳ.",negative
"Công ty TI bị phát hiện lãng phí tài nguyên nước.",negative
"Tập đoàn TJ không kiểm toán độc lập về môi trường.",negative
"Doanh nghiệp TK không đảm bảo quyền lợi cho nhân viên hợp đồng.",negative
"Công ty TL bị khách hàng khiếu nại về sản phẩm kém an toàn.",negative
"Tập đoàn TM trì hoãn công bố báo cáo phát triển bền vững.",negative
"Doanh nghiệp TN không có chương trình hỗ trợ học sinh nghèo.",negative
"Công ty TO bị xử phạt vì vi phạm quy định bảo vệ động vật.",negative
"Tập đoàn TP không hỗ trợ tài chính khi nhân viên gặp khó khăn.",negative
"Doanh nghiệp TQ không công bố chính sách bảo vệ môi trường.",negative
"Công ty TR cập nhật thông tin về tiêu thụ điện năng trong báo cáo.",neutral
"Tập đoàn TS tổ chức hội thảo về phát triển sản phẩm xanh.",neutral
"Doanh nghiệp TT công bố chỉ số phát thải nhà kính năm 2025.",neutral
"Công ty TU thực hiện khảo sát ý kiến nhân viên về môi trường làm việc.",neutral
"Tập đoàn TV lập kế hoạch phát triển năng lượng tái tạo.",neutral
"Doanh nghiệp TW cập nhật số liệu về lượng rác thải tái chế.",neutral
"Công ty TX tổ chức lớp đào tạo về phòng chống cháy nổ.",neutral
"Tập đoàn TY công bố báo cáo tài chính kèm chỉ số ESG.",neutral
"Doanh nghiệp TZ phát hành tài liệu hướng dẫn về tiết kiệm nước.",neutral
"Công ty UA tổ chức tọa đàm về phát triển bền vững.",neutral
"Tập đoàn UB thực hiện đánh giá rủi ro xã hội cho dự án mới.",neutral
"Doanh nghiệp UC cập nhật thông tin về sử dụng năng lượng xanh.",neutral
"Công ty UD công bố báo cáo tác động môi trường năm nay.",neutral
"Tập đoàn UE tổ chức hội thảo về tiêu chuẩn ESG quốc tế.",neutral
"Doanh nghiệp UF thực hiện khảo sát mức độ hài lòng của khách hàng.",neutral
"Công ty UG công bố kế hoạch hỗ trợ cộng đồng vùng sâu.",neutral
"Tập đoàn UH cập nhật số liệu sử dụng nước trong sản xuất.",neutral
"Doanh nghiệp UI tổ chức lớp tập huấn về đạo đức nghề nghiệp.",neutral
"Công ty UJ phát hành báo cáo về trách nhiệm xã hội.",neutral
"Tập đoàn UK công bố chính sách phát triển đội ngũ lãnh đạo nữ.",neutral
"Doanh nghiệp UL tổ chức sự kiện nâng cao ý thức bảo vệ tài nguyên.",neutral
"Công ty UM ghi nhận số liệu phát thải trong báo cáo thường niên.",neutral
"Tập đoàn UN cập nhật kết quả giảm chất thải nhựa.",neutral
"Công ty UO phát triển ứng dụng theo dõi lượng nước tiêu thụ cho khách hàng.",positive
"Doanh nghiệp UP khởi động chiến dịch bảo vệ rừng đầu nguồn.",positive
"Tập đoàn UQ đầu tư xây dựng nhà máy xử lý nước thải đạt chuẩn quốc tế.",positive
"Công ty UR triển khai chương trình giảm thiểu chất thải nhựa trong văn phòng.",positive
"Doanh nghiệp US tổ chức lớp học an toàn giao thông cho học sinh.",positive
"Công ty UT cung cấp suất ăn dinh dưỡng miễn phí cho công nhân.",positive
"Tập đoàn UU phát động phong trào tiết kiệm năng lượng tại nơi làm việc.",positive
"Doanh nghiệp UV tăng tỷ lệ sử dụng vật liệu tái chế trong sản xuất.",positive
"Công ty UW xây dựng khu sinh hoạt cộng đồng cho người dân địa phương.",positive
"Tập đoàn UX hợp tác phát triển hệ thống tưới nhỏ giọt tiết kiệm nước.",positive
"Doanh nghiệp UY hỗ trợ thiết bị y tế cho vùng sâu vùng xa.",positive
"Công ty UZ tài trợ học bổng cho học sinh xuất sắc vùng khó khăn.",positive
"Tập đoàn VA tổ chức chương trình trồng rừng ven biển chống xói mòn.",positive
"Công ty VB phát động chiến dịch thu gom rác thải điện tử.",positive
"Doanh nghiệp VC thực hiện kiểm toán định kỳ về quản trị rủi ro.",positive
"Công ty VD tăng cường hoạt động truyền thông về bảo vệ môi trường.",positive
"Tập đoàn VE tổ chức lớp đào tạo về bình đẳng giới cho nhân viên.",positive
"Doanh nghiệp VF đầu tư hệ thống xử lý khí thải hiện đại.",positive
"Công ty VG cung cấp gói bảo hiểm sức khỏe cho toàn bộ nhân viên.",positive
"Tập đoàn VH phát triển sản phẩm công nghệ xanh tiết kiệm năng lượng.",positive
"Doanh nghiệp VI bị phát hiện không kiểm soát lượng nước thải ra môi trường.",negative
"Công ty VJ bị xử phạt vì vi phạm quy định về bảo vệ sức khỏe người lao động.",negative
"Tập đoàn VK không hỗ trợ tài chính cho cộng đồng bị ảnh hưởng bởi dự án.",negative
"Doanh nghiệp VL bị phản ánh về việc sử dụng hóa chất độc hại.",negative
"Công ty VM thiếu minh bạch trong công bố số liệu phát thải.",negative
"Tập đoàn VN bị khách hàng kiện do sản phẩm gây tác hại môi trường.",negative
"Doanh nghiệp VO không công khai báo cáo trách nhiệm xã hội.",negative
"Công ty VP trì hoãn thực hiện chương trình giảm khí thải CO2.",negative
"Tập đoàn VQ không có chính sách bảo vệ dữ liệu cá nhân khách hàng.",negative
"Doanh nghiệp VR bị phạt vì không đảm bảo an toàn thực phẩm.",negative
"Công ty VS không hỗ trợ nhân viên gặp khó khăn trong đại dịch.",negative
"Tập đoàn VT bị chỉ trích vì không thực hiện kiểm toán nội bộ.",negative
"Doanh nghiệp VU bị phát hiện gian lận trong báo cáo phát triển bền vững.",negative
"Công ty VV không tham gia các hoạt động phát triển cộng đồng.",negative
"Tập đoàn VW bị phạt do không tuân thủ quy định phòng cháy chữa cháy.",negative
"Doanh nghiệp VX không đảm bảo quyền lợi bảo hiểm cho người lao động.",negative
"Công ty VY bị phản ánh về phân biệt giới tính trong tuyển dụng.",negative
"Tập đoàn VZ không tổ chức chương trình đào tạo về an toàn lao động.",negative
"Doanh nghiệp WA bị tố cáo sử dụng lao động trẻ em trái phép.",negative
"Công ty WB bị xử lý vì gây ô nhiễm nguồn nước.",negative
"Tập đoàn WC trì hoãn công bố báo cáo ESG năm nay.",negative
"Doanh nghiệp WD không có chính sách hỗ trợ phụ nữ mang thai.",negative
"Công ty WE cập nhật số liệu sử dụng năng lượng tái tạo trong báo cáo.",neutral
"Tập đoàn WF tổ chức hội thảo về quản trị doanh nghiệp bền vững.",neutral
"Doanh nghiệp WG lập kế hoạch phát triển sản phẩm sinh học.",neutral
"Công ty WH công bố kết quả kiểm toán tài chính năm 2025.",neutral
"Tập đoàn WI thực hiện khảo sát mức độ hài lòng của người lao động.",neutral
"Doanh nghiệp WJ phát hành tài liệu hướng dẫn sử dụng nước tiết kiệm.",neutral
"Công ty WK ghi nhận số liệu tiêu thụ điện năng trong báo cáo thường niên.",neutral
"Tập đoàn WL công bố chính sách phát triển nguồn nhân lực.",neutral
"Doanh nghiệp WM tổ chức lớp tập huấn về an toàn vệ sinh thực phẩm.",neutral
"Công ty WN cập nhật thông tin về hoạt động thiện nguyện trong năm.",neutral
"Tập đoàn WO lập kế hoạch giảm phát thải khí nhà kính đến năm 2030.",neutral
"Doanh nghiệp WP tổ chức hội thảo chia sẻ kinh nghiệm phát triển xanh.",neutral
"Công ty WQ công bố danh sách đối tác bền vững.",neutral
"Tập đoàn WR thực hiện đánh giá rủi ro môi trường cho dự án mới.",neutral
"Doanh nghiệp WS phát hành báo cáo cập nhật về đa dạng giới.",neutral
"Công ty WT tổ chức tọa đàm về phát triển năng lượng sạch.",neutral
"Tập đoàn WU ghi nhận ý kiến phản hồi của cổ đông về ESG.",neutral
"Doanh nghiệp WV công bố chỉ số phát thải nhà kính năm nay.",neutral
"Công ty WW cập nhật số liệu về tái chế rác thải.",neutral
"Tập đoàn WX tổ chức chương trình truyền thông về tiết kiệm nước.",neutral
"Doanh nghiệp WY lập kế hoạch phát triển ESG cho ba năm tới.",neutral
"Công ty WZ công bố báo cáo tác động xã hội năm 2025.",neutral
"Tập đoàn XA tổ chức lớp đào tạo về quản trị rủi ro.",neutral
"Doanh nghiệp XB cập nhật chính sách về bảo vệ động vật hoang dã.",neutral
"Công ty XC phát hành báo cáo tài chính quý III năm 2025.",neutral
"Tập đoàn XD tổ chức hội thảo về tiêu chuẩn ESG quốc tế.",neutral
"Doanh nghiệp XE công bố chỉ số phát triển bền vững.",neutral
"Công ty XF lập kế hoạch hỗ trợ cộng đồng vùng dự án.",neutral
"Tập đoàn XG tổ chức lớp tập huấn về an toàn lao động.",neutral
"Doanh nghiệp XH cập nhật thông tin về tiêu thụ nước trong sản xuất.",neutral
"Công ty XI công bố chính sách bảo mật thông tin khách hàng.",neutral
"Tập đoàn XJ tổ chức sự kiện nâng cao ý thức bảo vệ môi trường.",neutral
"Doanh nghiệp XK phát hành tài liệu hướng dẫn về đạo đức kinh doanh.",neutral
"Công ty XL thực hiện khảo sát về nhận thức môi trường của nhân viên.",neutral
"Tập đoàn XM công bố kế hoạch phát triển năng lượng tái tạo.",neutral
"Doanh nghiệp XN cập nhật số liệu về lượng rác thải tái chế.",neutral
"Công ty XO tổ chức tọa đàm về phát triển bền vững.",neutral
"Tập đoàn XP phát hành báo cáo về trách nhiệm xã hội.",neutral
"Doanh nghiệp XQ công bố chính sách phát triển đội ngũ lãnh đạo nữ.",neutral
"Công ty XR tổ chức lớp tập huấn về phòng cháy chữa cháy.",neutral
"Tập đoàn XS ghi nhận số liệu phát thải trong báo cáo thường niên.",neutral
"Doanh nghiệp XT tổ chức sự kiện nâng cao ý thức bảo vệ tài nguyên.",neutral
"Công ty XU cập nhật kết quả giảm chất thải nhựa.",neutral
"Tập đoàn XV thực hiện khảo sát mức độ hài lòng của khách hàng.",neutral
"Doanh nghiệp XW công bố kế hoạch hỗ trợ cộng đồng vùng sâu.",neutral
"Công ty XX tổ chức hội thảo về tiêu chuẩn quốc tế ESG.",neutral
"Tập đoàn XY lập kế hoạch đánh giá rủi ro môi trường định kỳ.",neutral
"Doanh nghiệp XZ cập nhật thông tin về sử dụng năng lượng xanh.",neutral
"Công ty YA công bố báo cáo tác động môi trường năm nay.",neutral
"Tập đoàn YB tổ chức hội thảo về phát triển sản phẩm xanh.",neutral
"Doanh nghiệp YC phát hành tài liệu hướng dẫn về tiết kiệm nước.",neutral
"Công ty YD tổ chức lớp đào tạo về phòng chống cháy nổ.",neutral
"Tập đoàn YE công bố báo cáo tài chính kèm chỉ số ESG.",neutral
"Doanh nghiệp YF lập kế hoạch phát triển năng lượng tái tạo.",neutral
"Công ty YG cập nhật số liệu về lượng rác thải tái chế.",neutral
"Tập đoàn YH tổ chức sự kiện truyền thông về tiết kiệm nước.",neutral
"Doanh nghiệp YI cập nhật chính sách bảo vệ quyền lợi người tiêu dùng.",neutral
"Công ty YJ đầu tư phát triển hệ thống năng lượng gió trong khu công nghiệp.",positive
"Doanh nghiệp YK tổ chức lớp học về tiết kiệm năng lượng cho học sinh.",positive
"Tập đoàn YL tài trợ xây cầu cho cộng đồng dân tộc thiểu số.",positive
"Công ty YM triển khai chương trình chăm sóc sức khỏe tâm thần cho nhân viên.",positive
"Doanh nghiệp YN phát động phong trào giảm thiểu rác thải nhựa tại văn phòng.",positive
"Công ty YO xây dựng vườn rau sạch cho khu dân cư.",positive
"Tập đoàn YP hợp tác với tổ chức quốc tế về bảo tồn động vật quý hiếm.",positive
"Doanh nghiệp YQ cung cấp suất ăn miễn phí cho học sinh nghèo.",positive
"Công ty YR áp dụng công nghệ tiết kiệm nước trong sản xuất nông nghiệp.",positive
"Tập đoàn YS phát triển ứng dụng quản lý phát thải khí nhà kính.",positive
"Doanh nghiệp YT hỗ trợ tài chính cho phụ nữ khởi nghiệp.",positive
"Công ty YU khuyến khích nhân viên tham gia hiến máu nhân đạo.",positive
"Tập đoàn YV tổ chức hội chợ việc làm cho người khuyết tật.",positive
"Doanh nghiệp YW đạt chứng nhận ISO về bảo vệ môi trường.",positive
"Công ty YX tài trợ vật tư y tế cho tuyến đầu chống dịch.",positive
"Tập đoàn YY phát triển nhà ở giá rẻ cho người lao động.",positive
"Doanh nghiệp YZ tổ chức tọa đàm về quyền trẻ em.",positive
